citing_ut	cited_ut
000319056100009	000286476200005
000293637800012	000239496200004
000296767300033	A1995QL39700061
000467561000008	000253479300007
000450274300011	000237618600011
000208722100022	000228563600011
000233768700003	000166621800012
000177627600004	000072387600003
000293084800008	000242146300007
000371142500013	000312298900010
000304251800008	000296787300009
000445313900003	000298412100025
000485052300037	000246110900009
000296996400010	000241106400033
000490713600033	000232719300005
000266159000002	000077742800021
000348971300008	000286975000002
000300718700011	A1994MR49400056
000512164400018	000395463500014
000242823400020	000183459700020
000082388800004	A1994PH62900020
000365090700015	000222369500019
000350216100037	000253453600040
000458596400003	000372457601562
000312947000001	000239905100020
000480019600001	000404490500025
000472709600017	A1987N343400003
000351848800029	000223491800005
000356626700023	000255711600007
000495818000019	000279223700002
000369508400003	A1994QL25300010
A1990CQ34800058	A1983QH70500008
A1997XH10400004	A1988N506300002
000282791800010	000088767700034
000328418500002	000272953300012
A1994NL77100014	A1988Q834100077
000361003900001	000257345200016
000488300900019	A1983QD97300008
000355027100022	000274095800049
000357684200011	000353349400014
000078056000074	A1995RF80600009
000072831000022	A1994PB05500008
000341325800013	000253647600005
000299862000002	000173845300015
000394404100007	A1987F731900003
000400318400003	000269188100001
000485052300037	000229872700015
000296089900003	000276528500006
000186157000124	000089628600001
000165289900006	A1997YF55800022
000334103000034	000247722400012
000272441000018	000258160000001
000084783000011	A1995RV89300008
000302202000013	000248848400005
000278565900003	000227187200002
000354533300002	000337960400008
000461360700006	000222713700008
000303076200013	000087782500008
A1993MP68100006	A1985AQX1100003
000089462400010	A1996UV92500001
000342216600015	000259568300014
000342269200023	A1993KL72200003
000325191900017	000078090900002
000366479900002	000074695200009
000459312100023	000266071200018
000302404300021	000221265100001
000282174600018	000251197700021
000330369300005	000071484600001
000474358000001	000243485800022
000320293000009	000221069000033
000239150000010	000170028500017
000289625500003	000177775600008
000439693400018	000088302200006
000361973200003	000074748600010
000357057500008	A1995RY58900022
000302916800030	000221880400175
000175689000007	000081922500007
000451654100011	000275895700001
000355357400037	A1995QK83200005
A1994PN23300011	A1993MB15900025
000455691100007	000348146600002
000353383700005	000268760100014
000348822600014	000322011800009
000275689000004	000266655500013
000305582200021	000241947900015
A1992HM34500014	A1984TF34900008
000355200600004	000329281800015
000395359500008	000355920000054
000223156600022	A1982MY89100019
000274813800005	000257050600003
000254699100001	000072493900023
000457358000004	000180198700004
000499647100001	000438909900001
000480645900038	000316757500002
000342590200001	000321199000007
000262525700016	A1991FF77300019
000442003900020	000374778600003
000411061000008	000253453600040
A1996UQ67000002	A1993LQ30300001
000243272100004	000087780600002
000239084600010	A1980JF08200003
000167265200001	A1989AV34300080
000489996500016	000323611400002
000511399300004	000382495500008
000466418300035	000281493400005
000398662100023	000369511000025
000340293800009	A1987K668900001
000374198100038	000187181100003
000357279900003	000334084600017
A1996UH37800014	A1994NF80700052
000249727400001	A1983QL29100008
000235885600002	000086688800007
000329870800009	000282905600001
000370669600001	000254447400003
A1994NL77100014	A1989CA40000024
A1993MG68500016	A1985ABW0700007
000472682900043	A1994PF44100010
000311885300040	000288543900008
000299171200006	000224540100007
000393758700062	000188791900010
000309526200003	000306181200088
000330158800036	000180101600071
000363353200009	000339038800005
000371141600032	000233624200003
000468708100005	000076072900001
000363322300001	A1993MK70500003
000271899800006	000249503900001
000252776200005	A1985ARL1600010
000171063100009	A1991EY89800008
000375204000001	A1990EB71200004
000398177300001	000220739000021
000334993700009	000188791900010
000086123900009	A1992HE52800003
000244892500003	000173029400029
000173813400003	A1990DZ76700010
000308370900005	000233225000109
000423830500008	000288512600007
000365153400027	000282089200013
000419954200005	000255270200007
000411219800014	000330172600001
000318869400004	000232719300005
000317447500005	A1992HC38500045
000403884900008	000187604400004
A1996WB02600009	A1983QQ31500001
000401556800004	000384006700018
000284969300005	000264753400003
000374200200012	000305698600004
000289211700006	000411981700003
000449291400058	000258994700018
000250347000009	000087107300007
000263429800006	000258440100026
000374431800003	000321908500034
000284261800064	000241105100011
000310256600007	000180669000018
000347620800001	000251715100007
000320418000008	000271631500015
A1992KH31700044	A1989T211600007
A1991HE87300011	A1983RP63900010
000473841200009	000452535700109
000247882800001	000073359900047
000185164400129	000073266600001
000386353200005	000187005700006
000431004100004	000088880200004
000417169600015	000363728900004
A1990FK90600016	A1987R662600011
000336013100001	000243839500005
000368541900023	000258891600001
000234942500008	000084725400006
000515431900019	000311062300006
000385800700005	000307515300013
000264500500011	A1995QL39700061
000343674800023	000319337100013
000224957000122	000178447100081
000357906900004	000270422300011
000443396200032	000362229100014
000306790600001	000171823500003
000224722900009	A1987K628700002
000341306600032	000276859100029
A1989AL12600027	A1986D361000004
000262781300011	000174420800002
000231243600025	000174364900002
000247824000020	000077308400014
000279576600009	A1985ARL8800008
000397823100006	000366771400016
000414416600005	000220577800026
000278978800024	000229129200004
000323998500003	000234799700015
000511601100014	000368528400136
000270350500013	000078711400005
000379770200003	000296124400003
000343951800057	000262762900024
000418068000018	000240317000018
000321602600009	000264097800002
000347737700004	000228974100004
000458926300004	000395092500003
000267690600014	A1993LD69500004
000246692300010	000233858900028
000400707100003	000256965400002
000402302300008	000279503900009
000244735500002	000180979900039
000174841500045	000076758100011
000278428900007	A1987K221900036
000403884900007	000220021000008
000405013800007	000287965900020
000351249900004	000280392400006
000509509500019	000423617700011
000076549800093	000071822300031
000264484100004	000246865300012
000428682900001	A1990DK64900009
000241768400027	000220536800019
000387244800018	000168294900014
000306689800016	000174022200004
000258216600021	000173495700015
000409099000003	000329487400017
000354189600033	000166621800014
000464040500010	000183110200008
000518473500057	000454010200009
000407928600006	000175976200038
000302722800010	000244662000001
000381578400014	000264784900009
000223580000021	000076549800093
000262479000012	000181060000004
000367329900013	000171168200015
000405976300010	000279489100008
000342528300028	000298219300001
000221133600005	000174490500010
000180093900013	A1996BG79E00027
000311409300001	000240576200031
000434054500004	000271645000003
000454465400007	000249952400001
A1990FK90600016	A1981KY28100001
000390044900068	000378758500016
000279663200030	000266243700050
000296263000010	000232719300005
000341173100002	000262089400002
000317173100046	000222898000003
000479327900007	000374730600011
000350146500002	A1993MH32200040
000302722800043	000295726100004
000486313200004	000175370300003
000268260100002	000228974100004
000339135000006	000292461300050
000289820700008	000167496200003
000086703000059	A1987K320600048
000377155400043	000338837400019
000344938800001	000321603200007
000455910400003	000287920800019
000402907100005	000255573100009
000340395300022	A1997XF53100006
000418208000059	000296603700002
A1993KR41700002	A1990DK64900009
000276501600002	A1988Q653200004
000401210000008	A1995UC71300019
000288389500003	000177627600004
000301997300010	000178386700006
000333180800002	000250265800015
000269650600007	000238487200011
000173193700029	000082744900035
000427253500016	000238181500001
000318228700003	000250017800002
000415932700032	000310553200043
000221223400004	A1994PJ66300004
000276084300003	000074756400014
000367037700001	000235541700004
000483396800014	000267903100004
000317316300003	000253166300004
000077818400008	A1992KU72900030
000334671600043	000240576200004
000233016900003	000228708100003
000165784200018	A1997XR97600006
000440596400014	000277467900008
000312351400002	000288634300008
000377286700010	000166619100003
000281835500007	000171024600002
000453886400006	000321821300006
000330356000022	000228705900016
000450464300003	000259696600009
000411720800001	000291696500003
A1990CP63200001	A1982NS37600031
000286214100013	A1991GT38200036
000296679800001	000079906900029
000436104200001	000188079000064
000451654100022	000336697000005
A1994MR04500015	A1986E621600004
000339272900018	000167082000037
000369537900090	A1987H239500008
000482771600012	000085100100004
000456696600003	000260586500001
000246078300020	000166190100011
000265227700025	000247758100002
000258551900015	A1990DP42300018
000368216100004	000074867800007
000460992700021	000173538800016
000303625400007	000179953900009
000226812700001	A1993LE47500010
000295396400002	000183020300004
000456804200007	000330802700011
000493319000001	000354395700014
000271082900023	000221446800006
000245776400030	000234079700030
000166481100009	000084874900018
000088269700002	A1994PW84100011
000312782700014	000180494100013
000386519700009	000325192100035
000375811600001	000182969100011
A1997YF64400059	A1992HQ05300026
000503191500018	000332905100008
000385570300005	000308463800084
000404125100003	000307789700015
000419954100003	000379528900019
000316411600015	000289938900001
000390494900014	000268328600006
000413879700006	000173495700015
000367730200010	000277508400008
000401862900003	000286639600012
000386110900004	000243839400008
000371159900019	000221318200012
000346890500011	000187889600002
000240270700044	A1996UU93200016
000234993300007	000178173100016
000228974100004	A1981LG15800006
000307505000011	000227034800013
000277113800015	000226184700001
000243849900022	000235591900013
000074063900009	A1993KV68100002
000307515300012	000089959000007
000318965500010	000251072900012
000473793400009	000237635900088
000405457900005	000307550600001
000412708000017	000284261800064
